,id,name,start_date,FIRE_SIZE_CLASS,cause,end_date,size,lat,lon,state,start_year,start_month,start_day_of_year,end_year,end_month,end_day_of_year,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun,prcp_30
0,51499,,1992-07-31,A,Human,1992-07-31,0.1,44.86333333,-122.26333333,OR,1992,7,213,1992.0,7.0,213.0,21.4,13.9,30.6,0.0,0.0,,10.4,25.9,1015.6,,12.7
1,115231,AUSTIN RIDGE,1999-09-11,A,Natural,1999-09-12,0.1,46.33083333,-115.65111111,ID,1999,9,254,1999.0,9.0,255.0,17.2,10.0,24.4,0.0,,,7.9,,1021.0,,10.899999999999999
2,1791780,TRAIL,2015-08-27,B,Natural,2015-08-27,1.0,32.69305556,-116.46277778,CA,2015,8,239,2015.0,8.0,239.0,26.4,17.2,36.1,0.0,,,10.6,,,,0.8
3,794378,,1996-07-22,B,Human,1996-07-22,0.9,44.26717536,-89.25740413,WI,1996,7,204,1996.0,7.0,204.0,,16.1,26.1,0.0,0.0,,,,,,93.0
4,1985089,N/A,2017-04-15,B,Human,2017-04-15,4.7,44.894,-73.5543,NY,2017,4,105,2017.0,4.0,105.0,9.0,-1.5,19.5,9.5,0.0,,,,,,72.4
5,186835,E1NN2025,1995-06-27,B,Natural,1995-06-27,1.3,35.0167,-109.184,AZ,1995,6,178,1995.0,6.0,178.0,18.5,5.6,28.9,0.0,,,11.3,,1014.7,,0.0
6,2204651,NOT NAMED,2019-09-09,A,Missing data/not specified/undetermined,2019-09-09,0.01,33.92618873,-112.1110207,AZ,2019,9,252,2019.0,9.0,252.0,30.7,26.7,35.0,0.0,,,,,1007.3,,2.6
7,149354,WOODS,2002-06-14,A,Human,2002-06-14,0.1,39.50083333,-120.385,CA,2002,6,165,2002.0,6.0,165.0,17.2,13.9,20.6,0.0,,,7.4,,1012.7,,0.0
8,2112545,54,2018-06-11,C,Missing data/not specified/undetermined,2018-06-11,20.0,33.656596,-116.212654,CA,2018,6,162,2018.0,6.0,162.0,33.8,26.1,42.2,0.0,,,,,1004.2,,0.0
9,165156,SECTION 18,2004-03-22,A,Human,2004-03-22,0.1,30.225,-82.35166667,FL,2004,3,82,2004.0,3.0,82.0,12.2,5.6,18.3,0.0,,,14.0,,,0.0,98.1
10,1635399,0511,2013-08-07,A,Natural,2013-08-07,0.1,43.485,-122.025,OR,2013,8,219,2013.0,8.0,219.0,21.3,13.0,29.0,0.0,,,8.0,,,,0.0
11,1008836,,1994-12-08,B,Human,,8.0,34.8083,-79.675,NC,1994,12,342,,,,14.7,8.8,20.0,0.0,,26.0,15.0,,1024.1,,0.0
12,1362971,,1995-11-28,B,Human,1995-11-28,0.3,38.005,-76.575,VA,1995,11,332,1995.0,11.0,332.0,14.4,5.6,22.8,0.0,0.0,282.0,22.7,51.8,,,88.0
13,2004985,CR 1300 GRASS FIRE 7/24,2017-07-24,B,Human,,5.0,33.51996,-95.188,TX,2017,7,205,,,,26.8,22.2,33.3,5.7,,,8.2,,1015.3,,236.20000000000002
14,1332789,,2003-04-30,B,Human,2003-04-30,0.67,44.74547909,-75.13814279,NY,2003,4,120,2003.0,4.0,120.0,9.0,-0.6,14.4,0.0,,,8.3,,1019.5,,0.0
15,341056,BOBBY,2009-05-31,A,Natural,2009-06-20,0.1,43.4771,-120.6661,OR,2009,5,151,2009.0,6.0,171.0,19.5,15.0,27.0,0.0,,,10.2,,,,0.0
16,1178830,HIGH VALLEY,2010-08-26,A,Natural,2010-09-04,0.1,44.2,-116.125556,ID,2010,8,238,2010.0,9.0,247.0,29.8,20.6,40.0,0.3,0.0,,22.0,,1006.9,,6.8999999999999995
17,865688,,2001-03-10,C,Human,,20.0,36.1817,-91.5372,AR,2001,3,69,,,,,-3.9,15.0,0.0,0.0,,,,,,122.9
18,661384,,2006-03-10,A,Missing data/not specified/undetermined,,0.2,37.42249999,-78.8225,VA,2006,3,69,,,,18.9,11.1,26.1,0.0,0.0,,18.4,,1009.8,,28.5
19,1575513,SAINT,2012-04-30,A,Human,2012-04-30,0.1,46.0953,-100.6311,ND,2012,4,121,2012.0,4.0,121.0,11.5,0.0,21.0,0.0,,,11.3,,,,0.0
20,856948,,2002-03-05,B,Human,,8.0,33.8644,-87.6444,AL,2002,3,64,,,,6.7,-3.9,17.2,0.0,,,11.9,,1029.9,0.0,64.8
21,1897056,OTR 302,2017-07-20,B,Human,2017-07-20,0.8,43.1892,-116.0386,ID,2017,7,201,2017.0,7.0,201.0,25.4,13.5,33.9,0.0,,,17.3,,1011.9,,0.0
22,630558,,2006-03-15,C,Human,,10.0,31.46134001,-96.28303002,TX,2006,3,74,,,,13.8,8.3,18.9,0.0,,138.0,19.0,,1021.8,,2.3
23,364307,DJFIREWORK,2000-07-04,E,Missing data/not specified/undetermined,2000-07-05,450.0,29.0938,-95.2978,TX,2000,7,186,2000.0,7.0,187.0,29.4,26.7,32.2,0.8,,,16.9,,,,29.2
24,1393745,,1994-03-18,B,Human,1994-03-18,1.04,34.8759,-85.3449,GA,1994,3,77,1994.0,3.0,77.0,14.2,3.9,23.3,0.0,0.0,,16.6,53.6,1006.2,630.0,158.60000000000002
25,434771,,2006-02-17,A,Human,,0.22,31.80775148,-84.20090338,GA,2006,2,48,,,,16.0,6.7,25.6,0.0,,,4.3,,1024.1,,76.7
26,1833945,85 BOBCAT DRIVE,2015-04-27,B,Human,2015-04-27,0.33,40.99116,-77.08206,PA,2015,4,117,2015.0,4.0,117.0,9.1,3.9,12.8,0.0,,,10.4,,1008.7,,1.3
27,472690,,2006-09-21,B,Missing data/not specified/undetermined,,1.0,37.01631,-83.072,KY,2006,9,264,,,,,13.2,18.9,1.4,,,,,,,48.199999999999996
28,1638158,2 NOAH,2013-08-01,A,Natural,2013-08-03,0.1,46.82111111,-115.41194444,ID,2013,8,213,2013.0,8.0,215.0,12.9,10.0,17.2,0.0,,,7.7,,1010.4,,0.0
29,532861,,2008-11-20,B,Missing data/not specified/undetermined,,1.0,34.82313,-79.39404,NC,2008,11,325,,,,5.3,-2.8,14.4,0.0,,,8.5,,1016.9,,3.3
30,34304,CHAPEL,2009-03-23,C,Human,2009-03-23,90.0,35.34972222,-84.33555556,TN,2009,3,82,2009.0,3.0,82.0,14.1,6.1,21.7,0.0,0.0,,2.5,,1023.4,,72.8
31,1290809,,2009-10-07,A,Human,2009-10-07,0.13,40.99080563,-73.74262126,NY,2009,10,280,2009.0,10.0,280.0,16.1,13.3,19.4,0.0,,,22.2,,1001.5,,0.3
32,7575,ONE MORE,2006-03-30,A,Human,2006-03-30,0.25,37.03138889,-91.36444444,MO,2006,3,89,2006.0,3.0,89.0,17.7,10.6,22.8,0.0,,160.0,20.7,,1014.1,,8.2
33,2176487,ROCK WALL,2019-10-22,A,Human,2019-10-22,0.1,46.9639,-103.4472,ND,2019,10,295,2019.0,10.0,295.0,2.9,-5.0,9.0,0.0,,,11.4,,,,0.0
34,702449,,1994-03-15,C,Human,1994-03-15,77.0,34.73169144,-88.61019488,MS,1994,3,74,1994.0,3.0,74.0,15.3,6.7,24.4,0.0,0.0,284.0,13.7,,1012.5,661.0,133.9
35,2244404,,2020-05-31,A,Human,2020-05-31,0.1,43.8954969,-72.0668525,NH,2020,5,152,2020.0,5.0,152.0,11.0,3.5,16.6,0.0,,299.0,15.6,,,,0.0
36,1057194,ARCH VIEW,2004-02-20,A,Human,,0.2,35.3,-82.4,NC,2004,2,51,,,,7.2,-3.3,17.8,0.0,0.0,,11.9,,,0.0,110.5
37,1883408,POISON GULCH,2016-03-13,A,Human,,0.1,38.17555556,-105.14638889,CO,2016,3,73,,,,16.6,7.8,23.3,0.0,0.0,,19.8,,,,0.0
38,4577,HAMS RIDGE,2005-09-15,C,Natural,2005-10-26,40.0,42.18222222,-110.76722222,WY,2005,9,258,2005.0,10.0,299.0,7.5,-4.4,19.4,0.0,,,9.0,,1019.0,,23.700000000000003
39,371192,WHITCOMB WEST,2006-09-08,B,Human,2006-09-08,1.0,45.86083333,-119.76111111,WA,2006,9,251,2006.0,9.0,251.0,21.5,11.1,31.1,0.0,,,11.2,,1005.4,,0.0
40,2284995,HORSE,2020-04-07,B,Human,,2.0,45.58548586,-118.76211384,OR,2020,4,98,,,,3.8,-3.3,12.2,0.0,,,,,1019.5,,0.0
41,123247,FOOTE,1999-05-30,A,Natural,1999-05-31,0.2,33.65222222,-109.25055556,AZ,1999,5,150,1999.0,5.0,151.0,23.3,15.0,31.1,0.0,0.0,,,,,,0.0
42,1521219,I-10 FIRE,2009-02-24,C,Human,2009-03-25,42.0,30.13033333,-99.222,TX,2009,2,55,2009.0,3.0,84.0,19.6,10.0,31.1,0.0,,,10.1,,1014.0,,10.700000000000001
43,2098034,,2018-02-17,A,Human,2018-02-17,0.01,41.61759949,-100.533699,NE,2018,2,48,2018.0,2.0,48.0,1.9,-3.6,6.7,0.0,,,18.0,,,,0.0
44,344970,EXIT 95,2007-07-03,B,Human,2007-07-03,1.3,38.2786,-112.6503,UT,2007,7,184,2007.0,7.0,184.0,26.2,12.2,37.0,0.0,,,13.8,,1013.8,,0.0
45,919387,,2000-05-13,B,Human,,4.0,33.4206,-80.0414,SC,2000,5,134,,,,28.9,22.2,35.0,0.0,0.0,,16.2,,1011.9,,37.9
46,1382435,,1992-03-14,B,Human,1992-03-14,3.59,31.3102,-84.2958,GA,1992,3,74,1992.0,3.0,74.0,12.0,1.7,21.1,0.0,,,10.8,,1017.5,,0.0
47,1179310,DEER CREEK,2010-06-07,A,Human,2010-06-07,0.1,36.3125,-115.621389,NV,2010,6,158,2010.0,6.0,158.0,32.2,21.7,40.0,0.0,,,11.9,,1003.4,,1.1
48,331487,SALT,2007-08-14,B,Natural,2007-08-25,3.0,45.3397,-105.7672,MT,2007,8,226,2007.0,8.0,237.0,25.0,14.4,34.4,0.0,,,15.8,,1012.0,,21.6
49,1879067,,2015-12-07,C,Human,,11.0,34.45,-118.583333,CA,2015,12,341,,,,19.8,10.0,27.2,0.0,,,11.7,,1019.2,,0.0
50,1377027,,1993-05-12,B,Human,1993-05-12,9.48,34.2413,-84.2817,GA,1993,5,132,1993.0,5.0,132.0,20.8,17.7,26.1,0.0,,,4.9,,1011.5,,0.0
51,1470820,DEBERRY RD.,2011-08-30,A,Human,2011-08-30,0.01,43.90333,-123.08833,OR,2011,8,242,2011.0,8.0,242.0,17.9,12.8,22.8,0.0,,,13.0,,1015.8,,0.3
52,1850780,LA VISTA ST.,2015-09-04,B,Human,,1.0,26.416341,-98.934902,TX,2015,9,247,,,,30.8,25.3,37.8,0.0,,,,,,,0.0
53,1145040,BROWNS ROAD,1995-08-15,A,Human,1995-08-15,0.25,42.20908,-123.26213,OR,1995,8,227,1995.0,8.0,227.0,21.3,12.8,29.4,0.0,0.0,,10.1,33.5,1009.2,,7.3999999999999995
54,1972960,BUFFALO FIRE,2016-10-28,B,Human,,5.0,36.0360246,-101.3245764,TX,2016,10,302,,,,21.8,13.0,31.0,0.0,,215.0,23.4,,,,0.0
55,1251804,FY2002-COFFEE-030,2001-12-22,C,Human,2001-12-22,10.3,31.6354,-82.6987,GA,2001,12,356,2001.0,12.0,356.0,10.0,-1.1,20.6,0.0,0.0,,6.1,,1026.6,,18.400000000000002
56,326836,A18,2007-09-16,A,Natural,2007-09-17,0.1,38.29078,-108.69917,CO,2007,9,259,2007.0,9.0,260.0,17.7,14.4,26.1,0.0,,,10.1,,1014.3,,0.3
57,1236537,FY2000-FLOYD-075,2000-02-26,B,Human,2000-02-26,6.28,34.413,-85.1522,GA,2000,2,57,2000.0,2.0,57.0,16.7,8.9,24.4,0.0,,,14.4,,,,58.0
58,545775,,1992-04-14,B,Human,,0.5,40.88334,-74.62083,NJ,1992,4,105,,,,7.3,0.0,13.3,0.0,,,13.0,,,,0.0
59,1378353,,1992-04-04,B,Human,1992-04-04,6.93,33.1443,-84.2598,GA,1992,4,95,1992.0,4.0,95.0,12.5,3.3,22.2,0.0,0.0,264.0,27.0,66.6,1007.7,,96.89999999999999
60,2135346,,2009-06-26,A,Missing data/not specified/undetermined,,0.1,37.96588,-121.256351,CA,2009,6,177,,,,23.3,11.7,33.9,0.0,,,11.5,,1011.0,,2.3
61,489629,,2004-04-14,B,Human,,1.0,44.84262668,-93.19524045,MN,2004,4,105,,,,13.3,5.0,21.1,0.0,0.0,,14.0,,1015.7,0.0,27.700000000000003
62,2274962,NA,2020-05-10,B,Human,2020-05-10,5.0,44.942835,-74.121181,NY,2020,5,131,2020.0,5.0,131.0,,0.0,11.0,0.0,0.0,,,,,,30.5
63,1678447,,2013-04-14,C,Missing data/not specified/undetermined,,80.0,36.48829,-91.46914,AR,2013,4,104,,,,,6.7,17.2,0.0,,,,,,,82.5
64,911638,,1999-11-08,B,Human,,0.5,34.0167,-80.5,SC,1999,11,312,,,,15.2,9.0,23.0,0.0,,,,,1023.9,,0.0
65,75249,,1994-08-08,A,Human,1994-08-08,0.1,38.90166667,-119.95833333,CA,1994,8,220,1994.0,8.0,220.0,24.3,13.9,32.8,0.0,0.0,,14.0,51.8,1007.7,838.0,2.3
66,1433197,,1994-12-28,B,Human,,3.5,32.29936,-85.68439,AL,1994,12,362,,,,10.9,1.7,21.7,0.0,0.0,,3.6,13.0,1020.2,491.0,159.7
67,538915,,2006-04-12,B,Human,,5.0,39.2444,-75.0357,NJ,2006,4,102,,,,12.9,4.4,20.0,0.0,,,10.3,,1026.7,,0.0
68,1392507,,1996-03-12,B,Human,1996-03-12,1.18,34.2584,-84.1163,GA,1996,3,72,1996.0,3.0,72.0,6.1,-2.3,15.0,0.0,,245.0,5.3,,1023.4,,0.0
69,1956391,20161123-43,2016-11-23,E,Human,2016-12-05,450.0,33.897,-86.917,AL,2016,11,328,2016.0,12.0,340.0,11.9,-1.0,23.0,0.0,,,4.1,,,,0.0
70,1646055,ROCK,2013-07-03,A,Natural,2013-07-04,0.1,32.398,-106.611297,NM,2013,7,184,2013.0,7.0,185.0,25.4,18.1,32.5,0.0,,,10.3,,,,0.0
71,1599313,SWR-20121122-002,2012-11-22,C,Human,,11.0,30.377711,-87.572966,AL,2012,11,327,,,,13.8,7.0,22.0,0.0,,,2.7,,,,0.0
72,172569,JUG LAKE,2004-07-16,A,Natural,2004-07-18,0.25,46.7325,-121.42944444,WA,2004,7,198,2004.0,7.0,200.0,23.3,11.7,34.4,0.0,0.0,,8.6,,1012.8,0.0,0.6
73,40281,HWY 32 POWERLINE,2009-06-29,A,Human,2009-06-29,0.1,45.20027778,-88.50111111,WI,2009,6,180,2009.0,6.0,180.0,18.8,16.0,21.0,0.0,,302.0,17.7,,,,0.0
74,1678402,,2013-03-14,C,Missing data/not specified/undetermined,,20.0,35.88858,-91.83823,AR,2013,3,73,,,,9.7,-1.0,20.0,0.0,,,9.7,,,,0.0
75,1767872,FY2014-WALTON-014,2014-04-04,B,Human,2014-04-04,8.7,33.80997222,-83.79736111,GA,2014,4,94,2014.0,4.0,94.0,20.6,15.0,26.0,0.0,,244.0,13.7,,,,0.0
76,1547721,SOUTH PRESTON ROAD,2011-01-15,B,Human,,1.0,33.309753,-96.782576,TX,2011,1,15,,,,6.0,3.9,9.4,0.0,,,5.5,,,,0.0
77,204854,KIDS,1995-05-21,B,Human,1995-05-21,3.0,33.3023,-112.1693,AZ,1995,5,141,1995.0,5.0,141.0,28.9,20.0,36.1,0.0,0.0,,8.3,,1008.2,800.0,2.3
78,1191479,,2010-05-07,A,Human,,0.1,40.71332599,-73.9913679,NY,2010,5,127,,,,17.2,10.6,23.3,0.0,0.0,,13.7,,1013.9,,111.60000000000001
79,975895,,1996-06-04,B,Human,,1.5,30.39,-81.84,FL,1996,6,156,,,,24.6,20.0,29.4,0.0,,,11.3,,1017.4,,0.0
80,1706644,,2005-03-15,B,Missing data/not specified/undetermined,,0.5,17.973274,-66.042412,PR,2005,3,74,,,,26.1,22.8,29.4,0.0,0.0,,12.6,,1014.8,656.0,11.2
81,1446570,,1999-11-07,A,Human,,0.08,45.285376,-88.557684,WI,1999,11,311,,,,5.0,-3.9,13.3,0.0,0.0,,,,,,31.5
82,250452,SE336,2005-08-02,C,Human,2005-08-02,42.0,34.4736,-94.655,OK,2005,8,214,2005.0,8.0,214.0,28.1,20.0,37.2,0.0,,,3.8,,1015.1,,12.7
83,2275949,TRENTON ST  CMB,2020-09-23,B,Missing data/not specified/undetermined,,1.0,35.551199,-121.086655,CA,2020,9,267,,,,22.2,10.6,35.6,0.0,,,9.3,,1016.7,,0.0
84,1659322,,2013-10-09,B,Missing data/not specified/undetermined,2013-10-09,3.0,38.772967,-121.432717,CA,2013,10,282,2013.0,10.0,282.0,16.4,10.0,24.0,0.0,,,9.6,,,,0.0
85,1757596,FY2015-SUMTER-005,2014-08-14,A,Human,2014-08-14,0.01,31.91835,-84.25516389,GA,2014,8,226,2014.0,8.0,226.0,25.3,18.0,32.0,0.0,,,6.9,,,,0.0
86,317383,UNNAMED FIRE 2958,2007-08-15,A,Human,2007-08-15,0.1,32.743586,-116.291672,CA,2007,8,227,2007.0,8.0,227.0,25.3,17.2,35.6,0.5,,,6.8,,1008.3,,3.8
87,1575097,PARTRIDGE,2012-10-14,B,Natural,2012-10-14,2.0,47.9769,-102.2458,ND,2012,10,288,2012.0,10.0,288.0,7.0,-1.0,18.0,0.0,,,7.5,,,,0.0
88,1072372,ELWOOD                   ,1996-07-27,B,Human,,1.0,36.79888888,-119.33,CA,1996,7,209,,,,31.1,22.8,39.4,0.0,0.0,,11.2,,1011.9,,1.5
89,316217,UNNAMED FIRE 1105,2006-01-26,A,Human,2006-01-26,0.1,34.863686,-118.220019,CA,2006,1,26,2006.0,1.0,26.0,9.5,6.1,13.9,0.0,,248.0,27.7,,1021.0,,0.0
90,98983,3 LAKES 26,1997-08-12,A,Natural,1997-08-13,0.1,47.135,-115.29666667,ID,1997,8,224,1997.0,8.0,225.0,20.3,9.4,30.0,0.0,0.0,,6.1,,1017.6,789.0,34.5
91,1808112,SPECKMON GRAS FIRE CYRD315,2015-10-11,B,Human,,1.0,30.577928,-96.767578,TX,2015,10,284,,,,24.5,16.0,33.0,0.0,,,8.9,,,,0.0
92,621309,,2005-12-22,B,Human,,1.0,26.55872998,-99.12107,TX,2005,12,356,,,,13.0,4.4,20.6,0.0,,,7.9,,,,0.3
93,1762614,GRASS FIRE,2014-04-04,B,Human,,3.0,32.192756,-96.791954,TX,2014,4,94,,,,14.3,7.6,21.5,0.0,,2.0,24.1,,,,0.0
94,601534,LINDEN - 39,2002-02-18,B,Human,2002-02-18,4.0,32.81458001,-94.36459001,TX,2002,2,49,2002.0,2.0,49.0,12.2,4.4,19.4,0.0,,,14.4,,1017.2,0.0,70.2
95,1377532,,1992-02-29,B,Human,1992-02-29,8.27,33.4874,-85.2237,GA,1992,2,60,1992.0,2.0,60.0,12.7,7.2,18.9,0.0,,,12.5,,1017.6,,0.0
96,2282932,CROSS CUT #2,2020-03-10,A,Human,2020-03-10,0.02,35.757985,-82.043035,NC,2020,3,70,2020.0,3.0,70.0,13.3,10.6,17.2,0.5,0.0,190.0,14.8,,1024.9,,93.2
97,388346,POTLATCH,2005-08-22,D,Natural,,109.0,33.4885,-92.64199999,AR,2005,8,234,,,,29.4,22.2,38.3,0.0,,,8.0,,1012.6,,2.4000000000000004
98,2278530,230763-921-06122020-1830,2020-06-12,A,Human,2020-06-12,0.25,37.416925,-93.838619,MO,2020,6,164,2020.0,6.0,164.0,23.5,17.0,30.0,0.0,,194.0,8.6,,,,0.0
99,700458,,1993-10-01,B,Human,1993-10-01,1.0,31.75544214,-89.60143336,MS,1993,10,274,1993.0,10.0,274.0,19.6,8.9,29.4,0.0,0.0,,9.7,,1019.1,692.0,51.7
100,1188619,CEMENTERY RD,2010-09-18,B,Missing data/not specified/undetermined,2010-09-18,1.3,38.17516667,-75.93566667,MD,2010,9,261,2010.0,9.0,261.0,,13.9,23.3,0.0,,,10.1,,,,22.700000000000003
101,1077141,MAD 1007 3               ,2008-06-10,B,Human,,1.0,36.98694444,-120.07388888,CA,2008,6,162,,,,25.0,18.3,32.8,0.0,,,,,1008.9,,0.0
102,564242,30111,2004-02-22,C,Human,2004-02-22,50.0,36.44081001,-94.88510002,OK,2004,2,53,2004.0,2.0,53.0,7.9,-2.0,17.0,0.0,,,8.0,,1018.9,,0.0
103,1283288,THE 150 FIRE,2009-07-28,A,Human,2009-08-03,0.1,46.21914,-122.84221,WA,2009,7,209,2009.0,8.0,215.0,30.6,19.4,41.1,0.0,,,5.3,,1009.7,,0.0
104,1315165,MAPLEWOOD,2003-11-04,A,Human,2003-11-04,0.1,37.91445566,-80.94886189,WV,2003,11,308,2003.0,11.0,308.0,20.6,14.4,26.1,0.0,,,10.1,,1018.1,0.0,60.4
105,59935,,1993-09-09,A,Human,1993-09-09,0.1,44.59722222,-121.57472222,OR,1993,9,252,1993.0,9.0,252.0,21.5,8.9,33.3,0.0,,,8.3,,,,0.0
106,350422,STEEP,2006-08-12,A,Natural,2006-08-12,0.1,41.268,-109.3249,WY,2006,8,224,2006.0,8.0,224.0,18.5,5.2,26.3,0.0,,,18.7,,1009.8,,11.7
107,817364,,2006-06-23,C,Human,,20.0,31.9392,-88.8919,MS,2006,6,174,,,,27.6,20.6,38.3,0.0,0.0,,9.4,,,,7.3999999999999995
108,1681140,,2013-08-27,B,Human,,0.35,32.74267,-92.97414,LA,2013,8,239,,,,27.7,21.8,35.3,0.0,,,1.9,,,,0.0
109,328048,RURAL ASSIST 11,2007-09-04,C,Natural,2007-09-04,10.0,42.4558,-113.5542,ID,2007,9,247,2007.0,9.0,247.0,20.0,14.4,26.1,0.0,,,16.3,,,,0.5
110,43449,UPPER VICTORIA GULCH,1992-09-04,A,Natural,1992-09-04,0.2,44.00166667,-103.40333333,SD,1992,9,248,1992.0,9.0,248.0,21.4,13.3,32.8,3.8,0.0,,19.4,100.1,1005.1,498.0,15.8
111,828134,,2000-04-21,A,Human,,0.1,30.3019,-89.4836,MS,2000,4,112,,,,20.0,11.7,27.8,0.0,0.0,,11.2,,,,36.89999999999999
112,910497,,1999-08-20,C,Natural,,11.0,34.7869,-81.8297,SC,1999,8,232,,,,25.6,20.0,31.1,3.3,0.0,,9.0,,1013.1,425.0,5.6
113,516216,,2006-04-11,A,Human,,0.2,34.29428,-77.85880998,NC,2006,4,101,,,,,3.9,20.6,0.0,0.0,,8.6,,,,39.0
114,1337751,,2005-08-15,A,Human,2005-08-15,0.1,40.54681211,-74.2012105,NY,2005,8,227,2005.0,8.0,227.0,23.9,22.8,26.1,0.3,0.0,,16.2,,1017.1,,22.8
115,1102658,LUPI                     ,1997-07-17,B,Human,,2.0,37.06611111,-121.39305555,CA,1997,7,198,,,,,13.9,21.7,0.0,0.0,,,,,,0.0
116,2295945,673,2020-06-14,A,Human,2020-06-14,0.1,43.9709971,-103.32981028,SD,2020,6,166,2020.0,6.0,166.0,25.2,14.4,33.9,0.0,,181.0,20.5,,1003.7,,77.39999999999999
117,1123673,HALL                     ,1995-07-10,C,Human,,30.0,39.90611111,-122.15,CA,1995,7,191,,,,,15.0,28.3,0.0,0.0,,,,,,16.900000000000002
118,2265840,HWY 12   CARNEROS,2020-05-20,B,Missing data/not specified/undetermined,,1.0,38.25566,-122.344459,CA,2020,5,141,,,,15.1,7.2,21.7,0.0,,241.0,10.4,,1018.1,,4.5
119,549649,,1995-04-04,A,Human,,0.25,39.90834,-74.58334,NJ,1995,4,94,,,,11.4,1.1,19.4,0.0,,244.0,29.2,,1006.5,,0.0
120,505202,,2000-04-17,B,Human,,4.0,47.48086593,-92.85106339,MN,2000,4,108,,,,1.0,-2.0,5.0,0.0,,,,,1021.9,,0.0
121,854636,,2001-01-07,B,Human,,3.0,32.0333,-85.9536,AL,2001,1,7,,,,8.9,-2.2,20.0,16.0,,,7.6,,1013.4,,143.0
122,749957,98-1093,1998-04-13,A,Human,,0.25,44.10363,-100.91576,SD,1998,4,103,,,,13.0,6.8,20.3,0.0,,303.0,28.0,,1003.0,,0.0
123,690255,,1992-03-12,C,Human,1992-03-12,35.0,32.73586289,-88.89930973,MS,1992,3,72,1992.0,3.0,72.0,9.5,2.8,16.7,0.0,,,4.4,,1015.3,,0.0
124,219876,BUTCH OVEN,1993-08-12,A,Natural,1993-08-12,0.1,40.5833,-108.7173,CO,1993,8,224,1993.0,8.0,224.0,,9.4,31.1,0.5,0.0,,,,,,14.7
125,538460,,2006-04-17,A,Human,,0.25,39.6245,-74.4702,NJ,2006,4,107,,,,,5.2,14.1,10.2,,,,,,,63.599999999999994
126,249661,MORGAN,2006-04-14,C,Human,2006-04-14,25.0,36.6339,-96.1347,OK,2006,4,104,2006.0,4.0,104.0,26.3,18.9,33.9,0.0,,198.0,20.8,,1008.0,,7.4
127,894856,,2001-05-24,A,Human,,0.1,30.4239,-89.7797,LA,2001,5,144,,,,23.9,16.1,31.1,0.0,0.0,,12.6,,,0.0,31.6
128,1626725,LINDEN - 6163,2012-08-01,B,Human,2012-08-01,1.3,33.26648333,-95.662,TX,2012,8,214,2012.0,8.0,214.0,33.2,27.0,39.0,0.0,,193.0,17.9,,,,0.0
129,1633608,UNKNOWN,2012-12-18,B,Human,,1.0,32.0036278,-95.3326524,TX,2012,12,353,,,,14.6,7.8,22.7,0.0,,189.0,13.6,,,,0.0
130,877039,,1999-09-06,C,Human,,21.8,33.3497,-83.5847,GA,1999,9,249,,,,28.3,21.1,35.6,0.0,0.0,,11.9,,1010.0,690.0,32.0
131,1025325,FREEMAN LANE,1997-02-25,B,Human,,3.0,35.9283,-82.0083,NC,1997,2,56,,,,6.7,1.7,13.3,0.0,0.0,,7.6,,1027.1,,111.2
132,2047136,AHART,2018-08-14,B,Human,2018-08-14,1.0,37.00083333,-119.01777778,CA,2018,8,226,2018.0,8.0,226.0,28.8,20.0,37.2,0.0,0.0,305.0,13.3,,1009.6,,0.0
133,1231265,DAVID #2,2000-04-15,A,Human,,0.1,31.8887,-110.2127,AZ,2000,4,106,,,,18.3,11.1,25.0,0.0,0.0,,6.5,,1010.3,779.0,1.5
134,1016860,,1995-11-27,B,Human,,1.0,36.195,-81.175,NC,1995,11,331,,,,,7.8,15.6,0.0,0.0,,,,,,107.39999999999999
135,2172955,FUNK,2019-08-27,B,Human,2019-08-27,0.5,35.8256,-110.3894,AZ,2019,8,239,2019.0,8.0,239.0,29.4,18.3,38.3,0.0,0.0,275.0,11.9,,1008.8,,8.2
136,810964,,2004-01-19,C,Human,,25.0,31.0989,-89.5283,MS,2004,1,19,,,,5.0,-1.7,11.1,0.3,,,15.8,,,0.0,101.2
137,1272403,,2008-07-03,A,Human,2008-07-03,0.1,44.064,-68.871722,ME,2008,7,185,2008.0,7.0,185.0,21.1,16.1,27.2,0.0,,191.0,16.2,,1011.1,,17.7
138,508761,,2008-05-09,A,Human,,0.01,45.45467434,-93.5343087,MN,2008,5,130,,,,10.8,4.0,17.0,0.0,,,6.1,,,,0.0
139,2060452,CANE CREEK,2018-06-20,A,Natural,2018-06-20,0.01,44.11626,-122.34774,OR,2018,6,171,2018.0,6.0,171.0,20.4,13.3,25.6,0.0,0.0,223.0,20.2,,1015.5,,31.5
140,1130928,WEST LILAC               ,1997-09-24,B,Human,,0.3,33.29305555,-117.19888888,CA,1997,9,267,,,,23.7,12.8,37.8,0.0,,,6.2,,1005.0,,0.0
141,1830769,15-081815,2015-08-18,B,Human,,1.0,32.110648,-96.211751,TX,2015,8,230,,,,30.3,24.4,36.7,0.0,,183.0,18.4,,1010.2,,0.0
142,1041804,BROWN FIRE,2001-05-14,B,Human,,5.0,36.1833,-78.1833,NC,2001,5,134,,,,15.6,6.7,23.9,0.0,0.0,,5.0,,1021.1,,43.0
